pclass,survived,name,sex,age,sibsp,parch,ticket,fare,embarked
0,1,21,0,29.0,0,0,186,211.3375,2
0,1,23,1,0.92,1,2,48,151.55,2
0,0,24,0,2.0,1,2,48,151.55,2
0,0,25,1,30.0,1,2,48,151.55,2
0,0,26,0,25.0,1,2,48,151.55,2
0,1,30,1,48.0,0,0,123,26.55,2
0,1,45,0,63.0,1,0,91,77.9583,2
0,0,46,1,39.0,0,0,15,0.0,2
0,1,50,0,53.0,2,0,75,51.4792,2
0,0,54,1,71.0,0,0,823,49.5042,0
0,0,68,1,47.0,1,0,831,227.525,0
0,1,69,0,18.0,1,0,831,227.525,0
0,1,72,0,24.0,0,0,793,69.3,0
0,1,92,0,26.0,0,0,117,78.85,2
0,1,93,1,80.0,0,0,295,30.0,2
0,0,97,1,28.0,0,0,788,25.925,2
0,0,98,1,24.0,0,1,798,247.5208,0
0,1,99,0,50.0,0,1,798,247.5208,0
0,1,100,0,32.0,0,0,80,76.2917,0
0,0,103,1,36.0,0,0,87,75.2417,0
0,1,110,1,37.0,1,1,69,52.5542,2
0,1,111,0,47.0,1,1,69,52.5542,2
0,1,113,1,26.0,0,0,11,30.0,0
0,1,120,0,42.0,0,0,831,227.525,0
0,1,122,0,29.0,0,0,795,221.7792,2
0,0,124,1,25.0,0,0,98,26.0,0
0,1,125,1,25.0,1,0,81,91.0792,0
0,1,126,0,19.0,1,0,81,91.0792,0
0,1,127,0,35.0,0,0,834,135.6333,2
0,1,129,1,28.0,0,0,5,26.55,2
0,0,130,1,45.0,0,0,50,35.5,2
0,1,131,1,40.0,0,0,21,31.0,0
0,1,132,0,30.0,0,0,625,164.8667,2
0,1,133,0,58.0,0,0,49,26.55,2
0,0,134,1,42.0,0,0,4,26.55,2
0,1,144,0,45.0,0,0,822,262.375,0
0,1,147,0,22.0,0,1,38,55.0,2
0,1,150,1,28.0,0,0,13,26.55,2
0,0,151,1,41.0,0,0,32,30.5,2
0,0,153,1,48.0,0,0,806,50.4958,0
0,0,156,1,28.0,0,0,24,39.6,0
0,1,162,0,44.0,0,0,824,27.7208,0
0,1,163,0,59.0,2,0,75,51.4792,2
0,1,169,0,60.0,0,0,80,76.2917,0
0,1,171,0,41.0,0,0,104,134.5,0
0,0,175,1,45.0,0,0,30,26.55,2
0,0,182,1,28.0,0,0,61,31.0,2
0,1,183,1,42.0,0,0,792,26.2875,2
0,1,193,0,53.0,0,0,820,27.4458,0
0,1,198,1,36.0,0,1,829,512.3292,0
0,1,199,0,58.0,0,1,829,512.3292,0
0,0,202,1,33.0,0,0,686,5.0,2
0,0,205,1,28.0,0,0,35,47.1,2
0,0,206,1,17.0,0,0,35,47.1,2
0,1,207,1,11.0,1,2,42,120.0,2
0,1,208,0,14.0,1,2,42,120.0,2
0,1,209,1,36.0,1,2,42,120.0,2
0,1,211,0,36.0,1,2,42,120.0,2
0,0,214,1,49.0,0,0,118,26.0,2
0,1,215,0,28.0,0,0,116,27.7208,0
0,0,216,1,36.0,1,0,117,78.85,2
0,1,217,0,76.0,1,0,117,78.85,2
0,0,219,1,46.0,1,0,924,61.175,2
0,1,220,0,47.0,1,0,924,61.175,2
0,1,221,1,27.0,1,0,66,53.1,2
0,1,222,0,33.0,1,0,66,53.1,2
0,1,227,0,36.0,0,0,822,262.375,0
0,1,228,0,30.0,0,0,0,86.5,2
0,1,229,1,45.0,0,0,809,29.7,0
0,1,230,0,28.0,0,1,38,55.0,2
0,0,232,1,28.0,0,0,16,0.0,2
0,0,238,1,27.0,1,0,93,136.7792,0
0,1,239,0,26.0,1,0,93,136.7792,0
0,1,242,0,22.0,0,0,48,151.55,2
0,0,243,1,28.0,0,0,2,52.0,2
0,0,252,1,47.0,0,0,677,25.5875,2
0,1,256,0,39.0,1,1,830,83.1583,0
0,0,257,1,37.0,1,1,830,83.1583,0
0,1,258,0,64.0,0,2,830,83.1583,0
0,1,271,0,55.0,2,0,76,25.7,2
0,0,277,1,28.0,0,0,56,26.55,2
0,0,281,1,70.0,1,1,926,71.0,2
0,1,282,0,36.0,0,2,926,71.0,2
0,1,283,0,64.0,1,1,25,26.55,2
0,0,285,1,39.0,1,0,814,71.2833,0
0,1,286,0,38.0,1,0,814,71.2833,0
0,1,294,1,51.0,0,0,33,26.55,2
0,1,298,1,27.0,0,0,65,30.5,2
0,1,299,0,33.0,0,0,48,151.55,2
0,0,302,1,31.0,1,0,777,52.0,2
0,1,303,0,27.0,1,2,777,52.0,2
0,1,327,1,31.0,1,0,112,57.0,2
0,1,328,0,17.0,1,0,112,57.0,2
0,1,332,1,53.0,1,1,397,81.8583,2
0,1,333,1,4.0,0,2,397,81.8583,2
0,1,334,0,54.0,1,1,397,81.8583,2
0,0,340,1,50.0,1,0,835,106.425,0
0,1,341,0,27.0,1,1,798,247.5208,0
0,1,342,0,48.0,1,0,835,106.425,0
0,1,352,0,48.0,1,0,72,39.6,0
0,1,353,1,49.0,1,0,796,56.9292,0
0,0,354,1,39.0,0,0,802,29.7,0
0,1,360,0,23.0,0,1,74,83.1583,0
0,1,373,0,38.0,0,0,831,227.525,0
0,1,374,0,54.0,1,0,626,78.2667,0
0,0,375,0,36.0,0,0,797,31.6792,0
0,0,379,1,28.0,0,0,795,221.7792,2
0,1,385,0,28.0,0,0,813,31.6833,2
0,1,387,0,28.0,0,0,106,110.8833,0
0,1,390,1,36.0,0,0,790,26.3875,2
0,0,400,1,30.0,0,0,31,27.75,0
0,1,401,0,24.0,3,2,122,263.0,2
0,1,402,0,28.0,3,2,122,263.0,2
0,1,403,0,23.0,3,2,122,263.0,2
0,0,404,1,19.0,3,2,122,263.0,2
0,0,405,1,64.0,1,4,122,263.0,2
0,1,406,0,60.0,1,4,122,263.0,2
0,1,409,0,30.0,0,0,796,56.9292,0
0,0,411,1,28.0,0,0,46,26.55,2
0,1,412,1,50.0,2,0,825,133.65,2
0,1,413,1,43.0,1,0,115,27.7208,0
0,1,414,0,28.0,1,0,825,133.65,2
0,1,415,0,22.0,0,2,96,49.5,0
0,1,416,1,60.0,1,1,95,79.2,0
0,1,417,0,48.0,1,1,95,79.2,0
0,0,419,1,28.0,0,0,19,0.0,2
0,0,421,1,37.0,1,0,64,53.1,2
0,1,422,0,35.0,1,0,64,53.1,2
0,0,431,1,47.0,0,0,9,38.5,2
0,1,432,0,35.0,0,0,37,211.5,0
0,1,434,0,22.0,0,1,23,59.4,0
0,1,435,0,45.0,0,1,23,59.4,0
0,0,436,1,24.0,0,0,808,79.2,0
0,1,447,1,49.0,1,0,107,89.1042,0
0,1,448,0,28.0,1,0,107,89.1042,0
0,0,449,1,71.0,0,0,828,34.6542,0
0,1,463,1,53.0,0,0,47,28.5,0
0,1,464,0,19.0,0,0,18,30.0,2
0,0,465,1,38.0,0,1,803,153.4625,2
0,1,466,0,58.0,0,1,803,153.4625,2
0,1,469,1,23.0,0,1,833,63.3583,0
0,1,470,0,45.0,0,1,833,63.3583,0
0,0,473,1,46.0,0,0,808,79.2,0
0,1,494,1,25.0,1,0,73,55.4417,0
0,1,495,0,25.0,1,0,73,55.4417,0
0,1,499,1,48.0,1,0,801,76.7292,0
0,1,500,0,49.0,1,0,801,76.7292,0
0,0,502,1,28.0,0,0,60,42.4,2
0,0,504,1,45.0,1,0,629,83.475,2
0,1,506,0,35.0,1,0,629,83.475,2
0,0,507,1,40.0,0,0,20,0.0,2
0,1,512,1,27.0,0,0,801,76.7292,0
0,1,514,1,28.0,0,0,105,30.0,2
0,1,515,0,24.0,0,0,74,83.1583,0
0,0,516,1,55.0,1,1,85,93.5,2
0,1,517,0,52.0,1,1,85,93.5,2
0,0,518,1,42.0,0,0,27,42.5,2
0,0,537,1,28.0,0,0,108,51.8625,2
0,0,539,1,55.0,0,0,683,50.0,2
0,1,540,0,16.0,0,1,10,57.9792,0
0,1,541,0,44.0,0,1,10,57.9792,0
0,1,549,0,51.0,1,0,91,77.9583,2
0,0,554,1,42.0,1,0,54,52.0,2
0,1,555,0,35.0,1,0,54,52.0,2
0,1,556,1,35.0,0,0,12,26.55,0
0,1,564,1,38.0,1,0,120,90.0,2
0,0,565,1,28.0,0,0,815,30.6958,0
0,1,566,0,35.0,1,0,120,90.0,2
0,0,575,0,50.0,0,0,810,28.7125,0
0,1,576,1,49.0,0,0,19,0.0,2
0,0,609,1,46.0,0,0,685,26.0,2
0,0,613,1,50.0,0,0,29,26.0,2
0,0,634,1,32.5,0,0,37,211.5,0
0,0,640,1,58.0,0,0,77,29.7,0
0,0,641,1,41.0,1,0,109,51.8625,2
0,1,642,0,28.0,1,0,109,51.8625,2
0,1,648,1,42.0,1,0,71,52.5542,2
0,1,649,0,45.0,1,0,71,52.5542,2
0,0,656,1,28.0,0,0,26,26.55,2
0,1,663,0,39.0,0,0,186,211.3375,2
0,1,684,0,49.0,0,0,110,25.9292,2
0,1,683,0,30.0,0,0,835,106.425,0
0,1,700,1,35.0,0,0,829,512.3292,0
0,0,702,1,28.0,0,0,826,27.7208,0
0,0,707,1,42.0,0,0,113,26.55,2
0,1,711,0,55.0,0,0,22,27.7208,0
0,1,713,0,16.0,0,1,807,39.4,2
0,1,714,0,51.0,0,1,807,39.4,2
0,0,721,1,29.0,0,0,36,30.0,2
0,1,722,0,21.0,0,0,91,77.9583,2
0,0,723,1,30.0,0,0,63,45.5,2
0,1,731,0,58.0,0,0,800,146.5208,0
0,1,736,0,15.0,0,1,186,211.3375,2
0,0,739,1,30.0,0,0,3,26.0,2
0,1,742,0,16.0,0,0,0,86.5,2
0,1,754,1,28.0,0,0,78,29.7,0
0,0,757,1,19.0,1,0,44,53.1,2
0,1,758,0,18.0,1,0,44,53.1,2
0,1,763,0,24.0,0,0,794,49.5042,0
0,0,764,1,46.0,0,0,87,75.2417,0
0,0,766,1,54.0,0,0,108,51.8625,2
0,1,775,1,36.0,0,0,789,26.2875,2
0,0,792,1,28.0,1,0,818,82.1708,0
0,1,793,0,28.0,1,0,818,82.1708,0
0,0,796,1,65.0,0,0,94,26.55,2
0,0,798,1,44.0,2,0,119,90.0,1
0,1,799,0,33.0,1,0,119,90.0,1
0,1,800,0,37.0,1,0,119,90.0,1
0,1,806,1,30.0,1,0,90,57.75,0
0,0,809,1,55.0,0,0,52,30.5,2
0,0,813,1,47.0,0,0,60,42.4,2
0,0,847,1,37.0,0,1,811,29.7,0
0,1,854,0,31.0,1,0,572,113.275,0
0,1,855,0,23.0,1,0,572,113.275,0
0,0,856,1,58.0,0,2,572,113.275,0
0,1,857,0,19.0,0,2,70,26.2833,2
0,0,859,1,64.0,0,0,684,26.0,2
0,1,890,0,39.0,0,0,832,108.9,0
0,1,899,1,28.0,0,0,778,25.7417,0
0,1,905,0,22.0,0,1,39,61.9792,0
0,0,906,1,65.0,0,1,39,61.9792,0
0,0,908,1,28.5,0,0,799,27.7208,0
0,0,926,1,28.0,0,0,17,0.0,2
0,0,928,1,45.5,0,0,28,28.5,2
0,0,933,1,23.0,0,0,85,93.5,2
0,0,938,1,29.0,1,0,45,66.6,2
0,1,939,0,22.0,1,0,45,66.6,2
0,0,944,1,18.0,1,0,832,108.9,0
0,1,945,0,17.0,1,0,832,108.9,0
0,1,949,0,30.0,0,0,85,93.5,2
0,1,962,1,52.0,0,0,51,30.5,2
0,0,973,1,47.0,0,0,2,52.0,2
0,1,974,0,56.0,0,1,74,83.1583,0
0,0,987,1,38.0,0,0,124,0.0,2
0,1,990,1,28.0,0,0,821,39.6,2
0,0,1003,1,22.0,0,0,834,135.6333,0
0,0,1008,1,28.0,0,0,831,227.525,0
0,1,1009,0,43.0,0,1,186,211.3375,2
0,0,1012,1,31.0,0,0,805,50.4958,2
0,1,1015,1,45.0,0,0,14,26.55,2
0,0,1017,1,28.0,0,0,43,50.0,2
0,1,1021,0,33.0,0,0,827,27.7208,0
0,0,1022,1,46.0,0,0,804,79.2,0
0,0,1023,1,36.0,0,0,86,40.125,0
0,1,1025,0,33.0,0,0,0,86.5,2
0,0,1026,1,55.0,1,0,817,59.4,0
0,1,1027,0,54.0,1,0,817,59.4,0
0,0,1029,1,33.0,0,0,55,26.55,2
0,1,1034,1,13.0,2,2,822,262.375,0
0,1,1035,0,18.0,2,2,822,262.375,0
0,1,1036,0,21.0,2,2,822,262.375,0
0,0,1037,1,61.0,1,3,822,262.375,0
0,1,1038,0,48.0,1,3,822,262.375,0
0,1,1042,1,28.0,0,0,125,30.5,2
0,1,1057,0,24.0,0,0,793,69.3,0
0,1,1060,1,28.0,0,0,7,26.0,2
0,1,1072,0,35.0,1,0,90,57.75,0
0,1,1076,0,30.0,0,0,61,31.0,0
0,1,1077,1,34.0,0,0,58,26.55,2
0,1,1085,0,40.0,0,0,803,153.4625,2
0,1,1087,1,35.0,0,0,791,26.2875,2
0,0,1088,1,50.0,1,0,92,55.9,2
0,1,1089,0,39.0,1,0,92,55.9,2
0,1,1091,1,56.0,0,0,88,35.5,0
0,1,1110,1,28.0,0,0,53,35.5,2
0,0,1111,1,56.0,0,0,57,26.55,2
0,0,1114,1,56.0,0,0,114,30.6958,0
0,0,1115,1,24.0,1,0,97,60.0,2
0,0,1116,1,28.0,0,0,34,26.0,2
0,1,1118,0,18.0,1,0,97,60.0,2
0,1,1120,1,24.0,1,0,130,82.2667,2
0,1,1121,0,23.0,1,0,130,82.2667,2
0,1,1126,1,6.0,0,2,104,134.5,0
0,1,1127,1,45.0,1,1,104,134.5,0
0,1,1128,0,40.0,1,1,104,134.5,0
0,0,1129,1,57.0,1,0,800,146.5208,0
0,1,1130,0,28.0,1,0,800,146.5208,0
0,1,1132,1,32.0,0,0,89,30.5,0
0,0,1138,1,62.0,0,0,41,26.55,2
0,1,1139,1,54.0,1,0,79,55.4417,0
0,1,1140,0,43.0,1,0,79,55.4417,0
0,1,1141,0,52.0,1,0,626,78.2667,0
0,0,1142,1,28.0,0,0,819,27.7208,0
0,0,1147,1,67.0,1,0,795,221.7792,2
0,0,1148,0,63.0,1,0,795,221.7792,2
0,0,1155,1,61.0,0,0,627,32.3208,2
0,1,1161,0,48.0,0,0,111,25.9292,2
0,1,1162,0,18.0,0,2,1,79.65,2
0,0,1163,1,52.0,1,1,1,79.65,2
0,1,1164,0,39.0,1,1,1,79.65,2
0,1,1165,1,48.0,1,0,126,52.0,2
0,1,1166,0,28.0,1,0,126,52.0,2
0,0,1168,1,49.0,1,1,106,110.8833,0
0,1,1169,1,17.0,0,2,106,110.8833,0
0,1,1170,0,39.0,1,1,106,110.8833,0
0,1,1178,0,28.0,0,0,804,79.2,0
0,1,1196,1,31.0,0,0,226,28.5375,0
0,0,1202,1,40.0,0,0,816,27.7208,0
0,0,1206,1,61.0,0,0,8,33.5,2
0,0,1222,1,47.0,0,0,628,34.0208,2
0,1,1223,0,35.0,0,0,829,512.3292,0
0,0,1229,1,64.0,1,0,6,75.25,0
0,1,1230,0,60.0,1,0,6,75.25,0
0,0,1236,1,60.0,0,0,62,26.55,2
0,0,1250,1,54.0,0,1,573,77.2875,2
0,0,1251,1,21.0,0,1,573,77.2875,2
0,1,1252,0,55.0,0,0,834,135.6333,0
0,1,1253,0,31.0,0,2,625,164.8667,2
0,0,1254,1,57.0,1,1,625,164.8667,2
0,1,1255,0,45.0,1,1,625,164.8667,2
0,0,1257,1,50.0,1,1,37,211.5,0
0,0,1258,1,27.0,0,2,37,211.5,0
0,1,1259,0,50.0,1,1,37,211.5,0
0,1,1264,0,21.0,0,0,59,26.55,2
0,0,1267,1,51.0,0,1,812,61.3792,0
0,1,1271,1,21.0,0,1,812,61.3792,0
0,0,1272,1,28.0,0,0,40,35.0,2
0,1,1273,0,31.0,0,0,104,134.5,0
0,1,1278,1,28.0,0,0,121,35.5,2
0,0,1280,1,62.0,0,0,67,26.55,2
0,1,1283,0,36.0,0,0,834,135.6333,0
1,0,6,1,30.0,1,0,787,24.0,0
1,1,7,0,28.0,1,0,787,24.0,0
1,0,16,1,30.0,0,0,212,13.0,2
1,0,43,1,18.0,0,0,149,11.5,2
1,0,44,1,25.0,0,0,763,10.5,2
1,0,48,1,34.0,1,0,141,26.0,2
1,1,49,0,36.0,1,0,141,26.0,2
1,0,55,1,57.0,0,0,194,13.0,2
1,0,84,1,18.0,0,0,322,11.5,2
1,0,85,1,23.0,0,0,758,10.5,2
1,1,87,0,36.0,0,0,311,13.0,2
1,0,88,1,28.0,0,0,772,10.5,2
1,0,96,1,51.0,0,0,846,12.525,2
1,1,101,1,32.0,1,0,316,26.0,2
1,1,102,0,19.0,1,0,316,26.0,2
1,0,104,1,28.0,0,0,195,26.0,2
1,1,106,1,1.0,2,1,145,39.0,2
1,1,107,0,4.0,2,1,145,39.0,2
1,1,108,0,12.0,2,1,145,39.0,2
1,1,109,0,36.0,0,3,145,39.0,2
1,1,112,1,34.0,0,0,202,13.0,2
1,1,115,0,19.0,0,0,308,13.0,2
1,0,117,1,23.0,0,0,310,13.0,2
1,0,136,1,26.0,0,0,169,13.0,2
1,0,146,1,42.0,0,0,128,13.0,2
1,0,148,1,27.0,0,0,135,13.0,2
1,1,159,0,24.0,0,0,208,13.0,2
1,1,160,0,15.0,0,2,324,39.0,2
1,0,161,1,60.0,1,1,324,39.0,2
1,1,164,0,40.0,1,1,324,39.0,2
1,1,165,0,20.0,1,0,161,26.0,2
1,0,166,1,25.0,1,0,161,26.0,2
1,1,173,0,36.0,0,0,297,13.0,2
1,0,174,1,25.0,0,0,156,13.0,2
1,0,176,1,42.0,0,0,193,13.0,2
1,1,177,0,42.0,0,0,160,13.0,2
1,1,184,1,0.83,0,2,210,29.0,2
1,1,185,1,26.0,1,1,210,29.0,2
1,1,186,0,22.0,1,1,210,29.0,2
1,1,189,0,35.0,0,0,779,21.0,2
1,0,190,1,28.0,0,0,177,0.0,2
1,0,197,1,19.0,0,0,309,13.0,2
1,0,210,0,44.0,1,0,190,26.0,2
1,0,212,1,54.0,1,0,190,26.0,2
1,0,223,1,52.0,0,0,207,13.5,2
1,0,224,1,37.0,1,0,853,26.0,2
1,0,225,0,29.0,1,0,853,26.0,2
1,1,234,0,25.0,1,1,174,30.0,2
1,1,235,0,45.0,0,2,174,30.0,2
1,0,240,1,29.0,1,0,127,26.0,2
1,1,241,0,28.0,1,0,127,26.0,2
1,0,249,1,29.0,0,0,919,10.5,2
1,0,250,1,28.0,0,0,211,13.0,2
1,1,251,1,24.0,0,0,299,10.5,2
1,1,253,0,8.0,0,2,759,26.25,2
1,0,254,1,31.0,1,1,759,26.25,2
1,1,255,0,31.0,1,1,759,26.25,2
1,1,264,0,22.0,0,0,920,10.5,2
1,0,268,0,30.0,0,0,164,13.0,2
1,0,269,0,28.0,0,0,782,21.0,2
1,0,272,1,21.0,0,0,321,11.5,2
1,0,287,1,28.0,0,0,177,0.0,2
1,1,304,1,8.0,1,1,761,36.75,2
1,0,306,1,18.0,0,0,845,73.5,2
1,1,310,0,48.0,0,2,761,36.75,2
1,1,311,0,28.0,0,0,168,13.0,2
1,0,1293,1,32.0,0,0,196,13.0,2
1,0,314,1,17.0,0,0,845,73.5,2
1,0,1298,1,29.0,1,0,864,27.7208,0
1,1,1299,0,24.0,1,0,864,27.7208,0
1,0,321,1,25.0,0,0,757,31.5,2
1,0,326,1,18.0,0,0,845,73.5,2
1,1,336,0,18.0,0,1,148,23.0,2
1,1,337,0,34.0,0,1,148,23.0,2
1,0,344,1,54.0,0,0,307,26.0,2
1,1,348,1,8.0,0,2,304,32.5,2
1,0,349,1,42.0,1,1,304,32.5,2
1,1,350,0,34.0,1,1,304,32.5,2
1,1,356,0,27.0,1,0,861,13.8583,0
1,1,357,0,30.0,1,0,860,13.8583,0
1,0,362,1,23.0,0,0,325,13.0,2
1,0,372,1,21.0,0,0,162,13.0,2
1,0,377,1,18.0,0,0,159,13.0,2
1,0,380,1,40.0,1,0,323,26.0,2
1,1,381,0,29.0,1,0,323,26.0,2
1,0,382,1,18.0,0,0,745,10.5,2
1,0,408,1,36.0,0,0,143,13.0,2
1,0,418,1,28.0,0,0,178,0.0,2
1,0,420,0,38.0,0,0,170,13.0,2
1,0,423,1,35.0,0,0,181,26.0,2
1,0,424,1,38.0,1,0,312,21.0,2
1,0,425,1,34.0,1,0,312,21.0,2
1,1,428,0,34.0,0,0,189,13.0,2
1,0,429,1,16.0,0,0,181,26.0,2
1,0,430,1,26.0,0,0,339,10.5,2
1,0,437,1,47.0,0,0,755,10.5,2
1,0,438,1,21.0,1,0,300,11.5,2
1,0,439,1,21.0,1,0,301,11.5,2
1,0,440,1,24.0,0,0,205,13.5,2
1,0,442,1,24.0,0,0,153,13.0,2
1,0,443,1,34.0,0,0,83,13.0,2
1,0,445,1,30.0,0,0,217,13.0,2
1,0,468,1,52.0,0,0,218,13.0,2
1,0,484,1,30.0,0,0,224,13.0,2
1,1,485,1,0.67,1,1,220,14.5,2
1,1,486,0,24.0,0,2,220,14.5,2
1,0,493,1,44.0,0,0,213,13.0,2
1,1,498,0,6.0,0,1,206,33.0,2
1,0,501,1,28.0,0,1,206,33.0,2
1,1,503,1,62.0,0,0,848,10.5,2
1,0,505,1,30.0,0,0,925,10.5,2
1,1,508,0,7.0,0,2,780,26.25,2
1,0,509,1,43.0,1,1,780,26.25,2
1,1,511,0,45.0,1,1,780,26.25,2
